"Description" "data" "N_anul_lotow"
"American Airlines Inc." 1997-12-14 20
"American Airlines Inc." 1997-12-22 24
"American Airlines Inc." 1997-12-18 23
"American Airlines Inc." 1997-12-06 17
"American Airlines Inc." 1997-12-29 6
"American Airlines Inc." 1997-12-30 11
"American Airlines Inc." 1997-12-31 5
"American Airlines Inc." 1997-12-01 15
"American Airlines Inc." 1997-12-21 13
"American Airlines Inc." 1997-12-27 6
"American Airlines Inc." 1997-12-28 7
"Alaska Airlines Inc." 1997-01-27 57
"Alaska Airlines Inc." 1997-01-20 30
"Alaska Airlines Inc." 1997-01-05 17
"Alaska Airlines Inc." 1997-01-09 27
"Alaska Airlines Inc." 1997-01-11 12
"Alaska Airlines Inc." 1997-01-14 15
"Alaska Airlines Inc." 1997-01-21 5
"Alaska Airlines Inc." 1997-01-26 12
"Alaska Airlines Inc." 1997-01-02 20
"Alaska Airlines Inc." 1997-01-03 18
"Alaska Airlines Inc." 1997-01-08 16
"Alaska Airlines Inc." 1997-01-13 4
"Alaska Airlines Inc." 1997-01-18 8
"Alaska Airlines Inc." 1997-01-24 11
"Alaska Airlines Inc." 1997-01-30 10
"Alaska Airlines Inc." 1997-01-10 20
"Alaska Airlines Inc." 1997-01-22 10
"Alaska Airlines Inc." 1997-01-17 6
"Alaska Airlines Inc." 1997-01-16 3
"Alaska Airlines Inc." 1997-01-19 11
"Alaska Airlines Inc." 1997-01-23 4
"Alaska Airlines Inc." 1997-01-07 9
"Alaska Airlines Inc." 1997-01-15 4
"Alaska Airlines Inc." 1997-01-25 6
"Alaska Airlines Inc." 1997-01-28 11
"Alaska Airlines Inc." 1997-01-01 12
"Alaska Airlines Inc." 1997-01-29 13
"Alaska Airlines Inc." 1997-01-06 4
"Alaska Airlines Inc." 1997-01-12 6
"Alaska Airlines Inc." 1997-01-04 5
"Alaska Airlines Inc." 1997-02-09 20
"Alaska Airlines Inc." 1997-02-25 15
"Alaska Airlines Inc." 1997-02-04 15
"Alaska Airlines Inc." 1997-02-11 16
"Alaska Airlines Inc." 1997-02-24 2
"Alaska Airlines Inc." 1997-02-20 10
"Alaska Airlines Inc." 1997-02-21 7
"Alaska Airlines Inc." 1997-02-01 7
"Alaska Airlines Inc." 1997-02-13 9
"Alaska Airlines Inc." 1997-02-14 4
"Alaska Airlines Inc." 1997-02-17 8
"Alaska Airlines Inc." 1997-02-18 15
"Alaska Airlines Inc." 1997-02-19 7
"Alaska Airlines Inc." 1997-02-27 9
"Alaska Airlines Inc." 1997-02-05 8
"Alaska Airlines Inc." 1997-02-26 2
"Alaska Airlines Inc." 1997-02-15 9
"Alaska Airlines Inc." 1997-02-16 11
"Alaska Airlines Inc." 1997-02-28 2
"Alaska Airlines Inc." 1997-02-12 6
"Alaska Airlines Inc." 1997-02-03 3
"Alaska Airlines Inc." 1997-02-10 4
"Alaska Airlines Inc." 1997-02-06 4
"Alaska Airlines Inc." 1997-02-02 6
"Alaska Airlines Inc." 1997-02-22 3
"Alaska Airlines Inc." 1997-02-08 1
"Alaska Airlines Inc." 1997-03-21 9
"Alaska Airlines Inc." 1997-03-25 10
"Alaska Airlines Inc." 1997-03-06 11
"Alaska Airlines Inc." 1997-03-17 8
"Alaska Airlines Inc." 1997-03-08 1
"Alaska Airlines Inc." 1997-03-10 9
"Alaska Airlines Inc." 1997-03-27 7
"Alaska Airlines Inc." 1997-03-13 7
"Alaska Airlines Inc." 1997-03-28 8
"Alaska Airlines Inc." 1997-03-04 13
"Alaska Airlines Inc." 1997-03-18 5
"Alaska Airlines Inc." 1997-03-26 20
"Alaska Airlines Inc." 1997-03-03 6
"Alaska Airlines Inc." 1997-03-20 4
"Alaska Airlines Inc." 1997-03-05 3
"Alaska Airlines Inc." 1997-03-11 9
"Alaska Airlines Inc." 1997-03-07 4
"Alaska Airlines Inc." 1997-03-12 7
"Alaska Airlines Inc." 1997-03-30 2
"Alaska Airlines Inc." 1997-03-14 1
"Alaska Airlines Inc." 1997-03-01 1
"Alaska Airlines Inc." 1997-03-15 4
"Alaska Airlines Inc." 1997-03-22 2
"Alaska Airlines Inc." 1997-03-24 6
"Alaska Airlines Inc." 1997-03-16 4
"Alaska Airlines Inc." 1997-03-31 5
"Alaska Airlines Inc." 1997-03-29 1
"Alaska Airlines Inc." 1997-03-09 1
"Alaska Airlines Inc." 1997-03-23 1
"Alaska Airlines Inc." 1997-04-28 10
"Alaska Airlines Inc." 1997-04-01 27
"Alaska Airlines Inc." 1997-04-07 7
"Alaska Airlines Inc." 1997-04-09 12
"Alaska Airlines Inc." 1997-04-10 9
"Alaska Airlines Inc." 1997-04-11 13
"Alaska Airlines Inc." 1997-04-27 11
"Alaska Airlines Inc." 1997-04-12 3
"Alaska Airlines Inc." 1997-04-15 11
"Alaska Airlines Inc." 1997-04-18 5
"Alaska Airlines Inc." 1997-04-02 18
"Alaska Airlines Inc." 1997-04-22 14
"Alaska Airlines Inc." 1997-04-05 8
"Alaska Airlines Inc." 1997-04-24 6
"Alaska Airlines Inc." 1997-04-04 8
"Alaska Airlines Inc." 1997-04-14 4
"Alaska Airlines Inc." 1997-04-16 9
"Alaska Airlines Inc." 1997-04-17 5
"Alaska Airlines Inc." 1997-04-26 5
"Alaska Airlines Inc." 1997-04-30 9
"Alaska Airlines Inc." 1997-04-29 6
"Alaska Airlines Inc." 1997-04-08 10
"Alaska Airlines Inc." 1997-04-21 5
"Alaska Airlines Inc." 1997-04-23 4
"Alaska Airlines Inc." 1997-04-06 3
"Alaska Airlines Inc." 1997-04-13 1
"Alaska Airlines Inc." 1997-04-03 8
"Alaska Airlines Inc." 1997-05-24 2
"Alaska Airlines Inc." 1997-05-25 1
"Alaska Airlines Inc." 1997-05-10 8
"Alaska Airlines Inc." 1997-05-20 9
"Alaska Airlines Inc." 1997-05-02 4
"Alaska Airlines Inc." 1997-05-16 6
"Alaska Airlines Inc." 1997-05-23 8
"Alaska Airlines Inc." 1997-05-27 8
"Alaska Airlines Inc." 1997-05-19 1
"Alaska Airlines Inc." 1997-05-12 7
"Alaska Airlines Inc." 1997-05-13 9
"Alaska Airlines Inc." 1997-05-01 8
"Alaska Airlines Inc." 1997-05-11 12
"Alaska Airlines Inc." 1997-05-09 6
"Alaska Airlines Inc." 1997-05-29 1
"Alaska Airlines Inc." 1997-05-31 3
"Alaska Airlines Inc." 1997-05-05 1
"Alaska Airlines Inc." 1997-05-22 4
"Alaska Airlines Inc." 1997-05-03 2
"Alaska Airlines Inc." 1997-05-26 4
"Alaska Airlines Inc." 1997-05-17 2
"Alaska Airlines Inc." 1997-05-21 11
"Alaska Airlines Inc." 1997-05-28 2
"Alaska Airlines Inc." 1997-05-15 4
"Alaska Airlines Inc." 1997-05-14 4
"Alaska Airlines Inc." 1997-05-18 4
"Alaska Airlines Inc." 1997-05-07 2
"Alaska Airlines Inc." 1997-05-04 1
"Alaska Airlines Inc." 1997-06-07 14
"Alaska Airlines Inc." 1997-06-12 5
"Alaska Airlines Inc." 1997-06-03 6
"Alaska Airlines Inc." 1997-06-20 9
"Alaska Airlines Inc." 1997-06-14 9
"Alaska Airlines Inc." 1997-06-13 13
"Alaska Airlines Inc." 1997-06-10 6
"Alaska Airlines Inc." 1997-06-11 4
"Alaska Airlines Inc." 1997-06-23 12
"Alaska Airlines Inc." 1997-06-08 16
"Alaska Airlines Inc." 1997-06-30 8
"Alaska Airlines Inc." 1997-06-19 1
"Alaska Airlines Inc." 1997-06-02 13
"Alaska Airlines Inc." 1997-06-24 3
"Alaska Airlines Inc." 1997-06-27 7
"Alaska Airlines Inc." 1997-06-26 4
"Alaska Airlines Inc." 1997-06-28 5
"Alaska Airlines Inc." 1997-06-04 10
"Alaska Airlines Inc." 1997-06-16 5
"Alaska Airlines Inc." 1997-06-05 1
"Alaska Airlines Inc." 1997-06-09 8
"Alaska Airlines Inc." 1997-06-25 2
"Alaska Airlines Inc." 1997-06-01 4
"Alaska Airlines Inc." 1997-06-15 2
"Alaska Airlines Inc." 1997-06-17 2
"Alaska Airlines Inc." 1997-06-29 2
"Alaska Airlines Inc." 1997-06-06 1
"Alaska Airlines Inc." 1997-06-21 1
"Alaska Airlines Inc." 1997-07-13 17
"Alaska Airlines Inc." 1997-07-20 4
"Alaska Airlines Inc." 1997-07-19 10
"Alaska Airlines Inc." 1997-07-12 15
"Alaska Airlines Inc." 1997-07-02 26
"Alaska Airlines Inc." 1997-07-18 10
"Alaska Airlines Inc." 1997-07-14 6
"Alaska Airlines Inc." 1997-07-15 9
"Alaska Airlines Inc." 1997-07-22 4
"Alaska Airlines Inc." 1997-07-26 7
"Alaska Airlines Inc." 1997-07-21 6
"Alaska Airlines Inc." 1997-07-28 5
"Alaska Airlines Inc." 1997-07-24 10
"Alaska Airlines Inc." 1997-07-30 15
"Alaska Airlines Inc." 1997-07-16 11
"Alaska Airlines Inc." 1997-07-27 6
"Alaska Airlines Inc." 1997-07-03 1
"Alaska Airlines Inc." 1997-07-09 15
"Alaska Airlines Inc." 1997-07-05 7
"Alaska Airlines Inc." 1997-07-17 9
"Alaska Airlines Inc." 1997-07-07 7
"Alaska Airlines Inc." 1997-07-11 5
"Alaska Airlines Inc." 1997-07-04 10
"Alaska Airlines Inc." 1997-07-08 8
"Alaska Airlines Inc." 1997-07-01 14
"Alaska Airlines Inc." 1997-07-31 9
"Alaska Airlines Inc." 1997-07-23 13
"Alaska Airlines Inc." 1997-07-25 8
"Alaska Airlines Inc." 1997-07-06 6
"Alaska Airlines Inc." 1997-07-29 2
"Alaska Airlines Inc." 1997-07-10 3
"Alaska Airlines Inc." 1997-08-13 17
"Alaska Airlines Inc." 1997-08-29 4
"Alaska Airlines Inc." 1997-08-28 10
"Alaska Airlines Inc." 1997-08-27 14
"Alaska Airlines Inc." 1997-08-17 6
"Alaska Airlines Inc." 1997-08-18 11
"Alaska Airlines Inc." 1997-08-24 6
"Alaska Airlines Inc." 1997-08-25 5
"Alaska Airlines Inc." 1997-08-26 19
"Alaska Airlines Inc." 1997-08-03 5
"Alaska Airlines Inc." 1997-08-06 12
"Alaska Airlines Inc." 1997-08-19 29
"Alaska Airlines Inc." 1997-08-07 11
"Alaska Airlines Inc." 1997-08-12 8
"Alaska Airlines Inc." 1997-08-04 7
"Alaska Airlines Inc." 1997-08-22 10
"Alaska Airlines Inc." 1997-08-05 9
"Alaska Airlines Inc." 1997-08-23 9
"Alaska Airlines Inc." 1997-08-02 5
"Alaska Airlines Inc." 1997-08-10 2
"Alaska Airlines Inc." 1997-08-14 4
"Alaska Airlines Inc." 1997-08-20 16
"Alaska Airlines Inc." 1997-08-21 7
"Alaska Airlines Inc." 1997-08-08 14
"Alaska Airlines Inc." 1997-08-16 3
"Alaska Airlines Inc." 1997-08-01 10
"Alaska Airlines Inc." 1997-08-09 2
"Alaska Airlines Inc." 1997-08-31 2
"Alaska Airlines Inc." 1997-08-15 7
"Alaska Airlines Inc." 1997-08-11 5
"Alaska Airlines Inc." 1997-09-23 19
"Alaska Airlines Inc." 1997-09-30 17
"Alaska Airlines Inc." 1997-09-07 10
"Alaska Airlines Inc." 1997-09-11 16
"Alaska Airlines Inc." 1997-09-29 20
"Alaska Airlines Inc." 1997-09-19 19
"Alaska Airlines Inc." 1997-09-06 34
"Alaska Airlines Inc." 1997-09-08 13
"Alaska Airlines Inc." 1997-09-01 11
"Alaska Airlines Inc." 1997-09-02 14
"Alaska Airlines Inc." 1997-09-15 10
"Alaska Airlines Inc." 1997-09-27 6
"Alaska Airlines Inc." 1997-09-28 3
"Alaska Airlines Inc." 1997-09-22 12
"Alaska Airlines Inc." 1997-09-04 17
"Alaska Airlines Inc." 1997-09-17 16
"Alaska Airlines Inc." 1997-09-09 18
"Alaska Airlines Inc." 1997-09-26 19
"Alaska Airlines Inc." 1997-09-16 11
"Alaska Airlines Inc." 1997-09-18 6
"Alaska Airlines Inc." 1997-09-25 11
"Alaska Airlines Inc." 1997-09-03 9
"Alaska Airlines Inc." 1997-09-05 12
"Alaska Airlines Inc." 1997-09-21 10
"Alaska Airlines Inc." 1997-09-20 6
"Alaska Airlines Inc." 1997-09-24 14
"Alaska Airlines Inc." 1997-09-10 15
"Alaska Airlines Inc." 1997-09-12 10
"Alaska Airlines Inc." 1997-09-13 4
"Alaska Airlines Inc." 1997-09-14 3
"Alaska Airlines Inc." 1997-10-13 15
"Alaska Airlines Inc." 1997-10-07 21
"Alaska Airlines Inc." 1997-10-04 16
"Alaska Airlines Inc." 1997-10-11 17
"Alaska Airlines Inc." 1997-10-19 4
"Alaska Airlines Inc." 1997-10-22 11
"Alaska Airlines Inc." 1997-10-01 20
"Alaska Airlines Inc." 1997-10-02 18
"Alaska Airlines Inc." 1997-10-21 10
"Alaska Airlines Inc." 1997-10-03 14
"Alaska Airlines Inc." 1997-10-28 10
"Alaska Airlines Inc." 1997-10-05 12
"Alaska Airlines Inc." 1997-10-06 5
"Alaska Airlines Inc." 1997-10-14 13
"Alaska Airlines Inc." 1997-10-08 20
"Alaska Airlines Inc." 1997-10-15 16
"Alaska Airlines Inc." 1997-10-20 7
"Alaska Airlines Inc." 1997-10-27 10
"Alaska Airlines Inc." 1997-10-09 9
"Alaska Airlines Inc." 1997-10-17 14
"Alaska Airlines Inc." 1997-10-10 8
"Alaska Airlines Inc." 1997-10-30 9
"Alaska Airlines Inc." 1997-10-31 4
"Alaska Airlines Inc." 1997-10-12 2
"Alaska Airlines Inc." 1997-10-29 8
"Alaska Airlines Inc." 1997-10-16 18
"Alaska Airlines Inc." 1997-10-18 10
"Alaska Airlines Inc." 1997-10-24 4
"Alaska Airlines Inc." 1997-10-26 4
"Alaska Airlines Inc." 1997-11-28 14
"Alaska Airlines Inc." 1997-11-08 20
"Alaska Airlines Inc." 1997-11-12 15
"Alaska Airlines Inc." 1997-11-06 18
"Alaska Airlines Inc." 1997-11-07 20
"Alaska Airlines Inc." 1997-11-20 12
"Alaska Airlines Inc." 1997-11-29 9
"Alaska Airlines Inc." 1997-11-26 6
"Alaska Airlines Inc." 1997-11-17 13
"Alaska Airlines Inc." 1997-11-02 11
"Alaska Airlines Inc." 1997-11-04 3
"Alaska Airlines Inc." 1997-11-19 21
"Alaska Airlines Inc." 1997-11-05 9
"Alaska Airlines Inc." 1997-11-23 7
"Alaska Airlines Inc." 1997-11-10 9
"Alaska Airlines Inc." 1997-11-11 6
"Alaska Airlines Inc." 1997-11-25 3
"Alaska Airlines Inc." 1997-11-14 3
"Alaska Airlines Inc." 1997-11-18 4
"Alaska Airlines Inc." 1997-11-13 7
"Alaska Airlines Inc." 1997-11-01 6
"Alaska Airlines Inc." 1997-11-21 6
"Alaska Airlines Inc." 1997-11-24 2
"Alaska Airlines Inc." 1997-11-03 6
"Alaska Airlines Inc." 1997-11-22 1
"Alaska Airlines Inc." 1997-11-16 4
"Alaska Airlines Inc." 1997-11-30 5
"Alaska Airlines Inc." 1997-11-09 1
"Alaska Airlines Inc." 1997-12-10 18
"Alaska Airlines Inc." 1997-12-16 8
"Alaska Airlines Inc." 1997-12-07 7
"Alaska Airlines Inc." 1997-12-06 11
"Alaska Airlines Inc." 1997-12-15 21
"Alaska Airlines Inc." 1997-12-11 28
"Alaska Airlines Inc." 1997-12-08 14
"Alaska Airlines Inc." 1997-12-03 8
"Alaska Airlines Inc." 1997-12-04 20
"Alaska Airlines Inc." 1997-12-05 12
"Alaska Airlines Inc." 1997-12-09 24
"Alaska Airlines Inc." 1997-12-30 7
"Alaska Airlines Inc." 1997-12-13 3
"Alaska Airlines Inc." 1997-12-02 4
"Alaska Airlines Inc." 1997-12-17 6
"Alaska Airlines Inc." 1997-12-25 3
"Alaska Airlines Inc." 1997-12-01 5
"Alaska Airlines Inc." 1997-12-12 6
"Alaska Airlines Inc." 1997-12-21 9
"Alaska Airlines Inc." 1997-12-18 7
"Alaska Airlines Inc." 1997-12-14 6
"Alaska Airlines Inc." 1997-12-19 3
"Alaska Airlines Inc." 1997-12-29 1
"Alaska Airlines Inc." 1997-12-31 13
"Alaska Airlines Inc." 1997-12-24 7
"Alaska Airlines Inc." 1997-12-26 4
"Alaska Airlines Inc." 1997-12-20 4
"Alaska Airlines Inc." 1997-12-23 4
"Alaska Airlines Inc." 1997-12-27 7
"Alaska Airlines Inc." 1997-12-22 3
"Alaska Airlines Inc." 1997-12-28 1
"Continental Air Lines Inc." 1997-01-05 70
"Continental Air Lines Inc." 1997-01-25 14
"Continental Air Lines Inc." 1997-01-13 88
"Continental Air Lines Inc." 1997-01-30 26
"Continental Air Lines Inc." 1997-01-09 75
"Continental Air Lines Inc." 1997-01-02 23
"Continental Air Lines Inc." 1997-01-16 59
"Continental Air Lines Inc." 1997-01-10 50
"Continental Air Lines Inc." 1997-01-18 22
"Continental Air Lines Inc." 1997-01-31 22
"Continental Air Lines Inc." 1997-01-26 23
"Continental Air Lines Inc." 1997-01-22 16
"Continental Air Lines Inc." 1997-01-12 22
"Continental Air Lines Inc." 1997-01-14 19
"Continental Air Lines Inc." 1997-01-19 24
"Continental Air Lines Inc." 1997-01-20 24
"Continental Air Lines Inc." 1997-01-28 25
"Continental Air Lines Inc." 1997-01-27 32
"Continental Air Lines Inc." 1997-01-03 15
"Continental Air Lines Inc." 1997-01-11 52
"Continental Air Lines Inc." 1997-01-15 29
"Continental Air Lines Inc." 1997-01-01 10
"Continental Air Lines Inc." 1997-01-08 23
"Continental Air Lines Inc." 1997-01-06 19
"Continental Air Lines Inc." 1997-01-24 16
"Continental Air Lines Inc." 1997-01-07 16
"Continental Air Lines Inc." 1997-01-21 18
"Continental Air Lines Inc." 1997-01-04 12
"Continental Air Lines Inc." 1997-01-17 27
"Continental Air Lines Inc." 1997-01-29 8
"Continental Air Lines Inc." 1997-01-23 9
"Continental Air Lines Inc." 1997-02-23 16
"Continental Air Lines Inc." 1997-02-06 17
"Continental Air Lines Inc." 1997-02-08 19
"Continental Air Lines Inc." 1997-02-27 30
"Continental Air Lines Inc." 1997-02-12 25
"Continental Air Lines Inc." 1997-02-05 23
"Continental Air Lines Inc." 1997-02-14 40
"Continental Air Lines Inc." 1997-02-16 9
"Continental Air Lines Inc." 1997-02-25 26
"Continental Air Lines Inc." 1997-02-19 14
"Continental Air Lines Inc." 1997-02-21 25
"Continental Air Lines Inc." 1997-02-17 17
"Continental Air Lines Inc." 1997-02-24 17
"Continental Air Lines Inc." 1997-02-11 13
"Continental Air Lines Inc." 1997-02-28 10
"Continental Air Lines Inc." 1997-02-26 16
"Continental Air Lines Inc." 1997-02-20 15
"Continental Air Lines Inc." 1997-02-02 9
"Continental Air Lines Inc." 1997-02-03 10
"Continental Air Lines Inc." 1997-02-04 21
"Continental Air Lines Inc." 1997-02-07 13
"Continental Air Lines Inc." 1997-02-09 17
"Continental Air Lines Inc." 1997-02-01 8
"Continental Air Lines Inc." 1997-02-13 6
"Continental Air Lines Inc." 1997-02-18 9
"Continental Air Lines Inc." 1997-02-22 4
"Continental Air Lines Inc." 1997-02-10 6
"Continental Air Lines Inc." 1997-03-05 39
"Continental Air Lines Inc." 1997-03-27 17
"Continental Air Lines Inc." 1997-03-17 18
"Continental Air Lines Inc." 1997-03-29 7
"Continental Air Lines Inc." 1997-03-06 73
"Continental Air Lines Inc." 1997-03-04 42
"Continental Air Lines Inc." 1997-03-18 33
"Continental Air Lines Inc." 1997-03-31 58
"Continental Air Lines Inc." 1997-03-14 59
"Continental Air Lines Inc." 1997-03-03 67
"Continental Air Lines Inc." 1997-03-24 15
"Continental Air Lines Inc." 1997-03-07 25
"Continental Air Lines Inc." 1997-03-10 48
"Continental Air Lines Inc." 1997-03-25 14
"Continental Air Lines Inc." 1997-03-15 25
"Continental Air Lines Inc." 1997-03-01 25
"Continental Air Lines Inc." 1997-03-26 25
"Continental Air Lines Inc." 1997-03-23 5
"Continental Air Lines Inc." 1997-03-11 22
"Continental Air Lines Inc." 1997-03-19 13
"Continental Air Lines Inc." 1997-03-30 6
"Continental Air Lines Inc." 1997-03-13 12
"Continental Air Lines Inc." 1997-03-02 15
"Continental Air Lines Inc." 1997-03-12 18
"Continental Air Lines Inc." 1997-03-09 14
"Continental Air Lines Inc." 1997-03-28 8
"Continental Air Lines Inc." 1997-03-08 3
"Continental Air Lines Inc." 1997-03-20 4
"Continental Air Lines Inc." 1997-03-21 3
"Continental Air Lines Inc." 1997-03-16 3
"Continental Air Lines Inc." 1997-04-03 20
"Continental Air Lines Inc." 1997-04-26 44
"Continental Air Lines Inc." 1997-04-25 69
"Continental Air Lines Inc." 1997-04-09 17
"Continental Air Lines Inc." 1997-04-22 15
"Continental Air Lines Inc." 1997-04-01 89
"Continental Air Lines Inc." 1997-04-16 13
"Continental Air Lines Inc." 1997-04-17 15
"Continental Air Lines Inc." 1997-04-28 46
"Continental Air Lines Inc." 1997-04-04 30
"Continental Air Lines Inc." 1997-04-10 18
"Continental Air Lines Inc." 1997-04-18 14
"Continental Air Lines Inc." 1997-04-27 7
"Continental Air Lines Inc." 1997-04-12 8
"Continental Air Lines Inc." 1997-04-20 9
"Continental Air Lines Inc." 1997-04-21 14
"Continental Air Lines Inc." 1997-04-02 25
"Continental Air Lines Inc." 1997-04-08 23
"Continental Air Lines Inc." 1997-04-23 24
"Continental Air Lines Inc." 1997-04-14 9
"Continental Air Lines Inc." 1997-04-11 10
"Continental Air Lines Inc." 1997-04-06 13
"Continental Air Lines Inc." 1997-04-07 11
"Continental Air Lines Inc." 1997-04-30 16
"Continental Air Lines Inc." 1997-04-15 9
"Continental Air Lines Inc." 1997-04-24 14
"Continental Air Lines Inc." 1997-04-05 16
"Continental Air Lines Inc." 1997-04-13 8
"Continental Air Lines Inc." 1997-04-29 14
"Continental Air Lines Inc." 1997-04-19 1
"Continental Air Lines Inc." 1997-05-28 15
"Continental Air Lines Inc." 1997-05-24 23
"Continental Air Lines Inc." 1997-05-14 15
"Continental Air Lines Inc." 1997-05-16 22
"Continental Air Lines Inc." 1997-05-08 10
"Continental Air Lines Inc." 1997-05-09 11
"Continental Air Lines Inc." 1997-05-01 49
"Continental Air Lines Inc." 1997-05-06 31
"Continental Air Lines Inc." 1997-05-05 17
"Continental Air Lines Inc." 1997-05-12 19
"Continental Air Lines Inc." 1997-05-29 9
"Continental Air Lines Inc." 1997-05-11 7
"Continental Air Lines Inc." 1997-05-02 32
"Continental Air Lines Inc." 1997-05-13 17
"Continental Air Lines Inc." 1997-05-18 4
"Continental Air Lines Inc." 1997-05-25 11
"Continental Air Lines Inc." 1997-05-15 10
"Continental Air Lines Inc." 1997-05-27 14
"Continental Air Lines Inc." 1997-05-20 22
"Continental Air Lines Inc." 1997-05-30 22
"Continental Air Lines Inc." 1997-05-19 15
"Continental Air Lines Inc." 1997-05-10 5
"Continental Air Lines Inc." 1997-05-04 3
