"Description" "polaczenie" "Distance" "ilosc_lotow"
"Comair Inc." "Allentown(PA) - Wilkes-Barre/Scranton(PA)" 50 2
"Comair Inc." "Atlanta(GA) - Memphis(TN)" 332 7
"Comair Inc." "Memphis(TN) - Atlanta(GA)" 332 7
"Comair Inc." "Richmond(VA) - Newport News(VA)" 52 1
"Comair Inc." "Syracuse(NY) - New York(NY)" 198 1
"Comair Inc." "Springfield(MO) - Kansas City(MO)" 159 2
"Comair Inc." "Richmond(VA) - Arlington(VA)" 94 3
"Comair Inc." "Windsor Locks(CT) - New York(NY)" 106 701
"Comair Inc." "Toledo(OH) - Kalamazoo(MI)" 101 1
"Comair Inc." "Buffalo(NY) - Detroit(MI)" 240 1
"Comair Inc." "Trenton(NJ) - Boston(MA)" 245 684
"Comair Inc." "Charleston(SC) - Orlando(FL)" 317 232
"Comair Inc." "Boston(MA) - Trenton(NJ)" 245 683
"Comair Inc." "Trenton(NJ) - Atlanta(GA)" 701 173
"Comair Inc." "Atlanta(GA) - Trenton(NJ)" 701 173
"Comair Inc." "Orlando(FL) - Charleston(SC)" 317 232
"Comair Inc." "New York(NY) - Melbourne(FL)" 955 23
"Comair Inc." "New York(NY) - Daytona Beach(FL)" 896 98
"Comair Inc." "Melbourne(FL) - New York(NY)" 955 23
"Comair Inc." "Daytona Beach(FL) - New York(NY)" 896 98
"Comair Inc." "Richmond(VA) - Roanoke(VA)" 147 1
"Comair Inc." "Newburgh(NY) - New York(NY)" 62 1
"Comair Inc." "Greensboro(NC) - Charlotte(NC)" 83 1
"Comair Inc." "Syracuse(NY) - White Plains(NY)" 187 2
"Comair Inc." "Pittsburgh(PA) - New York(NY)" 335 1
"Skywest Airlines Inc." "Salt Lake City(UT) - San Antonio(TX)" 1086 1316
"Skywest Airlines Inc." "San Antonio(TX) - Salt Lake City(UT)" 1086 1309
"Skywest Airlines Inc." "Covington(KY) - Fort Wayne(IN)" 136 1
"Skywest Airlines Inc." "Norfolk(VA) - Indianapolis(IN)" 581 1
"Skywest Airlines Inc." "Nashville(TN) - Indianapolis(IN)" 249 2
"Skywest Airlines Inc." "Syracuse(NY) - Grand Rapids(MI)" 477 1
"Skywest Airlines Inc." "Jacksonville(FL) - Indianapolis(IN)" 688 3
"Skywest Airlines Inc." "Norfolk(VA) - Houston(TX)" 1201 1
"Skywest Airlines Inc." "Colorado Springs(CO) - Palm Springs(CA)" 742 1
"Skywest Airlines Inc." "San Antonio(TX) - Ontario(CA)" 1167 1
"Skywest Airlines Inc." "Nashville(TN) - Kansas City(MO)" 491 1
"Skywest Airlines Inc." "Omaha(NE) - Madison(WI)" 359 2
"Skywest Airlines Inc." "Nashville(TN) - Springfield(MO)" 380 1
"Skywest Airlines Inc." "Charleston(SC) - Fort Wayne(IN)" 625 1
"Skywest Airlines Inc." "Wichita(KS) - Springfield(IL)" 445 2
"Skywest Airlines Inc." "Charleston(WV) - Fort Wayne(IN)" 263 1
"Skywest Airlines Inc." "Savannah(GA) - Fort Wayne(IN)" 649 1
"Skywest Airlines Inc." "Portland(OR) - Redding(CA)" 351 2
"Skywest Airlines Inc." "Albany(NY) - Milwaukee(WI)" 715 1
"Skywest Airlines Inc." "Boise(ID) - Sacramento(CA)" 437 1
"Skywest Airlines Inc." "Houston(TX) - Austin(TX)" 140 1
"Skywest Airlines Inc." "Cedar Rapids(IA) - Lincoln(NE)" 272 2
"Skywest Airlines Inc." "Albuquerque(NM) - Los Angeles(CA)" 677 2381
"Skywest Airlines Inc." "Los Angeles(CA) - Albuquerque(NM)" 677 2380
"Skywest Airlines Inc." "Knoxville(TN) - Denver(CO)" 1162 891
"Skywest Airlines Inc." "Denver(CO) - Knoxville(TN)" 1162 888
"Skywest Airlines Inc." "Bakersfield(CA) - Sacramento(CA)" 265 1
"Skywest Airlines Inc." "Fresno(CA) - Modesto(CA)" 90 1
"Skywest Airlines Inc." "Sacramento(CA) - San Jose(CA)" 94 1
"Skywest Airlines Inc." "Detroit(MI) - South Bend(IN)" 157 1
"Skywest Airlines Inc." "Albany(NY) - South Bend(IN)" 645 2
"Skywest Airlines Inc." "Colorado Springs(CO) - Moline(IL)" 773 1
"Skywest Airlines Inc." "Burlington(VT) - Fort Wayne(IN)" 657 1
"Skywest Airlines Inc." "Lansing(MI) - South Bend(IN)" 116 1
"Skywest Airlines Inc." "Knoxville(TN) - Fort Wayne(IN)" 362 2
"Skywest Airlines Inc." "Memphis(TN) - Fort Wayne(IN)" 485 1
"Skywest Airlines Inc." "Sioux Falls(SD) - Madison(WI)" 374 5
"Skywest Airlines Inc." "Oxnard(CA) - Bakersfield(CA)" 85 1
"Skywest Airlines Inc." "Tucson(AZ) - Palm Springs(CA)" 344 3
"Skywest Airlines Inc." "Albuquerque(NM) - Palm Springs(CA)" 571 1
"Skywest Airlines Inc." "Chicago(IL) - Great Falls(MT)" 1210 1
"Skywest Airlines Inc." "Eugene(OR) - Sacramento(CA)" 384 3
"Skywest Airlines Inc." "Boise(ID) - Reno(NV)" 335 1
"Skywest Airlines Inc." "Denver(CO) - San Jose(CA)" 948 2
"Skywest Airlines Inc." "Mosinee(WI) - Madison(WI)" 114 1
"Skywest Airlines Inc." "Rockford(IL) - Denver(CO)" 829 1491
"Skywest Airlines Inc." "Denver(CO) - Rockford(IL)" 829 1494
"Skywest Airlines Inc." "Salt Lake City(UT) - North Platte(NE)" 590 1
"Skywest Airlines Inc." "Springfield(MO) - Moline(IL)" 329 1
"Skywest Airlines Inc." "Salt Lake City(UT) - Long Beach(CA)" 589 2915
"Skywest Airlines Inc." "Long Beach(CA) - Salt Lake City(UT)" 589 2915
"Skywest Airlines Inc." "Lincoln(NE) - Peoria(IL)" 371 3
"Skywest Airlines Inc." "Omaha(NE) - Rockford(IL)" 357 1
"Skywest Airlines Inc." "Santa Ana(CA) - Cedar City(UT)" 386 2
"Skywest Airlines Inc." "Burbank(CA) - Twin Falls(ID)" 609 1
"Skywest Airlines Inc." "Long Beach(CA) - Twin Falls(ID)" 630 2
"Skywest Airlines Inc." "Houston(TX) - Salt Lake City(UT)" 1195 1762
"Skywest Airlines Inc." "Salt Lake City(UT) - Houston(TX)" 1195 1744
"Skywest Airlines Inc." "Cedar City(UT) - Provo(UT)" 189 1
"Skywest Airlines Inc." "Monterey(CA) - Idaho Falls(ID)" 704 1
"Skywest Airlines Inc." "Lewiston(ID) - Idaho Falls(ID)" 313 3
"Skywest Airlines Inc." "Spokane(WA) - Boise(ID)" 287 1
"Skywest Airlines Inc." "Redmond(OR) - Pocatello(ID)" 439 1
"Skywest Airlines Inc." "Medford(OR) - Idaho Falls(ID)" 553 1
"Skywest Airlines Inc." "Great Falls(MT) - Idaho Falls(ID)" 276 2
"Skywest Airlines Inc." "Eugene(OR) - Pocatello(ID)" 540 1
"Skywest Airlines Inc." "Salt Lake City(UT) - Provo(UT)" 41 1
"Skywest Airlines Inc." "Hailey(ID) - Idaho Falls(ID)" 113 1
"Skywest Airlines Inc." "Palm Springs(CA) - Twin Falls(ID)" 607 2
"Skywest Airlines Inc." "San Antonio(TX) - Amarillo(TX)" 436 2
"Skywest Airlines Inc." "Rockford(IL) - Colorado Springs(CO)" 854 3
"Skywest Airlines Inc." "Bismarck(ND) - Colorado Springs(CO)" 586 1
"Skywest Airlines Inc." "Fargo(ND) - Colorado Springs(CO)" 688 3
"Skywest Airlines Inc." "Salt Lake City(UT) - Milwaukee(WI)" 1246 293
"Skywest Airlines Inc." "Houston(TX) - Tulsa(OK)" 429 1
"Skywest Airlines Inc." "Cedar Rapids(IA) - Wichita(KS)" 422 1
"Skywest Airlines Inc." "Milwaukee(WI) - Salt Lake City(UT)" 1246 293
"Skywest Airlines Inc." "Yuma(AZ) - Imperial(CA)" 58 1341
"Skywest Airlines Inc." "Burlington(VT) - South Bend(IN)" 692 1
"Skywest Airlines Inc." "Colorado Springs(CO) - Sioux Falls(SD)" 530 1
"Skywest Airlines Inc." "Springfield(MO) - Milwaukee(WI)" 489 1
"Skywest Airlines Inc." "Long Beach(CA) - Grand Junction(CO)" 649 3
"Skywest Airlines Inc." "San Antonio(TX) - Tucson(AZ)" 762 1
"Skywest Airlines Inc." "Ontario(CA) - San Jose(CA)" 333 2
"Skywest Airlines Inc." "Great Falls(MT) - Pocatello(ID)" 321 2
"Skywest Airlines Inc." "Las Vegas(NV) - Grand Junction(CO)" 420 1
"Skywest Airlines Inc." "Lexington(KY) - Moline(IL)" 392 1
"Skywest Airlines Inc." "Tulsa(OK) - Des Moines(IA)" 387 1
"Skywest Airlines Inc." "Denver(CO) - Aspen(CO)" 125 4445
"Skywest Airlines Inc." "Aspen(CO) - Denver(CO)" 125 4474
"Skywest Airlines Inc." "Chicago(IL) - Huntsville(AL)" 510 2
"Skywest Airlines Inc." "Los Angeles(CA) - Boise(ID)" 674 1435
"Skywest Airlines Inc." "Boise(ID) - Los Angeles(CA)" 674 1436
"Skywest Airlines Inc." "Pasco(WA) - Boise(ID)" 234 1
"Skywest Airlines Inc." "Chicago(IL) - Flint(MI)" 223 1
"Skywest Airlines Inc." "Kansas City(MO) - Peoria(IL)" 283 1
"Skywest Airlines Inc." "Fargo(ND) - Cedar Rapids(IA)" 429 3
"Skywest Airlines Inc." "Dayton(OH) - Rockford(IL)" 300 1
"Skywest Airlines Inc." "Austin(TX) - Springfield(IL)" 804 1
"Skywest Airlines Inc." "Charleston(SC) - Springfield(MO)" 813 1
"Skywest Airlines Inc." "Savannah(GA) - Springfield(IL)" 712 1
"Skywest Airlines Inc." "Butte(MT) - Bozeman(MT)" 65 3
"Skywest Airlines Inc." "Madison(WI) - Colorado Springs(CO)" 856 4
"Skywest Airlines Inc." "Savannah(GA) - Cleveland(OH)" 641 1
"Skywest Airlines Inc." "El Paso(TX) - Ogden(UT)" 719 1
"Skywest Airlines Inc." "Knoxville(TN) - Grand Rapids(MI)" 494 1
"Skywest Airlines Inc." "Reno(NV) - Santa Barbara(CA)" 350 1
"Skywest Airlines Inc." "Eugene(OR) - Casper(WY)" 845 1
"Skywest Airlines Inc." "Salt Lake City(UT) - Bellingham(WA)" 757 1108
"Skywest Airlines Inc." "Salt Lake City(UT) - Fargo(ND)" 865 907
"Skywest Airlines Inc." "Bellingham(WA) - Salt Lake City(UT)" 757 1114
"Skywest Airlines Inc." "Fargo(ND) - Salt Lake City(UT)" 865 907
"Skywest Airlines Inc." "Los Angeles(CA) - Modesto(CA)" 292 2591
"Skywest Airlines Inc." "Modesto(CA) - Los Angeles(CA)" 292 2604
"Skywest Airlines Inc." "Chicago(IL) - Bozeman(MT)" 1186 738
"Skywest Airlines Inc." "Denver(CO) - Covington(KY)" 1069 1207
"Skywest Airlines Inc." "Covington(KY) - Denver(CO)" 1069 1202
"Skywest Airlines Inc." "Bozeman(MT) - Chicago(IL)" 1186 737
"Skywest Airlines Inc." "Chicago(IL) - Albuquerque(NM)" 1118 91
"Skywest Airlines Inc." "Albuquerque(NM) - Chicago(IL)" 1118 90
"Skywest Airlines Inc." "San Francisco(CA) - Grand Junction(CO)" 759 3
"Skywest Airlines Inc." "Eugene(OR) - Boise(ID)" 351 3
"Skywest Airlines Inc." "Sioux Falls(SD) - Salt Lake City(UT)" 804 532
"Skywest Airlines Inc." "Boise(ID) - Ogden(UT)" 271 1
"Skywest Airlines Inc." "Aspen(CO) - Salt Lake City(UT)" 291 1375
"Skywest Airlines Inc." "Salt Lake City(UT) - Aspen(CO)" 291 1320
"Skywest Airlines Inc." "Los Angeles(CA) - Aspen(CO)" 737 511
"Skywest Airlines Inc." "Aspen(CO) - Los Angeles(CA)" 737 528
"Skywest Airlines Inc." "Denver(CO) - Pocatello(ID)" 463 3
"Skywest Airlines Inc." "Denver(CO) - Redmond(OR)" 899 47
"Skywest Airlines Inc." "Redmond(OR) - Denver(CO)" 899 47
"Skywest Airlines Inc." "Chicago(IL) - Billings(MT)" 1060 127
"Skywest Airlines Inc." "Chicago(IL) - Missoula(MT)" 1332 126
"Skywest Airlines Inc." "Billings(MT) - Chicago(IL)" 1060 124
"Skywest Airlines Inc." "Missoula(MT) - Chicago(IL)" 1332 125
"Skywest Airlines Inc." "Omaha(NE) - Colorado Springs(CO)" 498 2
"Skywest Airlines Inc." "Cleveland(OH) - Colorado Springs(CO)" 1221 2
"Skywest Airlines Inc." "Oklahoma City(OK) - Colorado Springs(CO)" 458 1
"Skywest Airlines Inc." "Indianapolis(IN) - Lincoln(NE)" 559 1
"Skywest Airlines Inc." "Charleston(WV) - Springfield(IL)" 446 3
"Skywest Airlines Inc." "Fayetteville/Springdale/Rogers(AR) - Louisville(KY)" 490 1
"Skywest Airlines Inc." "Durango(CO) - Salt Lake City(UT)" 338 1107
"Skywest Airlines Inc." "Appleton(WI) - Milwaukee(WI)" 96 193
"Skywest Airlines Inc." "Medford(OR) - Ogden(UT)" 567 1
"Skywest Airlines Inc." "Portland(OR) - Fresno(CA)" 626 1
"Skywest Airlines Inc." "Ontario(CA) - Las Vegas(NV)" 197 1
"Skywest Airlines Inc." "Norfolk(VA) - Moline(IL)" 829 1
"Skywest Airlines Inc." "Cleveland(OH) - Mosinee(WI)" 458 1
"Skywest Airlines Inc." "Boise(ID) - Cedar Rapids(IA)" 1249 4
"Skywest Airlines Inc." "Chicago(IL) - Macon(GA)" 681 1
"Skywest Airlines Inc." "Jacksonville(FL) - Rockford(IL)" 906 1
"Skywest Airlines Inc." "San Antonio(TX) - Springfield(IL)" 868 1
"Skywest Airlines Inc." "Columbus(OH) - South Bend(IN)" 215 1
"Skywest Airlines Inc." "Salt Lake City(UT) - Wichita Falls(TX)" 876 1
"Skywest Airlines Inc." "Madison(WI) - Rapid City(SD)" 690 1
"Skywest Airlines Inc." "Medford(OR) - Cheyenne(WY)" 935 1
"Skywest Airlines Inc." "Wichita(KS) - Colorado Springs(CO)" 404 2
"Skywest Airlines Inc." "Sioux Falls(SD) - Rockford(IL)" 400 2
"Skywest Airlines Inc." "Reno(NV) - Ogden(UT)" 426 1
"Skywest Airlines Inc." "Covington(KY) - Colorado Springs(CO)" 1078 2
"Skywest Airlines Inc." "Chicago(IL) - Pueblo(CO)" 913 1
"Skywest Airlines Inc." "Bakersfield(CA) - Pocatello(ID)" 621 1
"Skywest Airlines Inc." "Monterey(CA) - Provo(UT)" 603 1
"Skywest Airlines Inc." "Bellingham(WA) - Pocatello(ID)" 628 1
"Skywest Airlines Inc." "Salt Lake City(UT) - St Louis(MO)" 1156 1026
"Skywest Airlines Inc." "Nashville(TN) - Salt Lake City(UT)" 1403 342
"Skywest Airlines Inc." "Salt Lake City(UT) - Nashville(TN)" 1403 339
"Skywest Airlines Inc." "St Louis(MO) - Salt Lake City(UT)" 1156 1023
"Skywest Airlines Inc." "Los Angeles(CA) - Oklahoma City(OK)" 1187 671
"Skywest Airlines Inc." "Oklahoma City(OK) - Los Angeles(CA)" 1187 669
"Skywest Airlines Inc." "Denver(CO) - Grand Rapids(MI)" 1014 686
"Skywest Airlines Inc." "Grand Rapids(MI) - Denver(CO)" 1014 684
"Skywest Airlines Inc." "Chicago(IL) - Dallas-Fort Worth(TX)" 802 618
"Skywest Airlines Inc." "San Luis Obispo(CA) - San Jose(CA)" 163 2
"Skywest Airlines Inc." "San Antonio(TX) - Sacramento(CA)" 1463 1
"Skywest Airlines Inc." "Austin(TX) - Colorado Springs(CO)" 716 1
"Skywest Airlines Inc." "Knoxville(TN) - Moline(IL)" 524 1
"Skywest Airlines Inc." "Denver(CO) - Provo(UT)" 375 1
"Skywest Airlines Inc." "Salt Lake City(UT) - Hayden(CO)" 251 741
"Skywest Airlines Inc." "Hayden(CO) - Salt Lake City(UT)" 251 753
"Skywest Airlines Inc." "Bozeman(MT) - Rockford(IL)" 1124 1
"Skywest Airlines Inc." "Chicago(IL) - Little Rock(AR)" 552 3
"Skywest Airlines Inc." "Allentown(PA) - South Bend(IN)" 571 1
"Skywest Airlines Inc." "Charleston(SC) - Cleveland(OH)" 595 1
"Skywest Airlines Inc." "Austin(TX) - Peoria(IL)" 850 2
"Skywest Airlines Inc." "Modesto(CA) - Ontario(CA)" 310 2
"Skywest Airlines Inc." "San Luis Obispo(CA) - Oxnard(CA)" 108 1
"Skywest Airlines Inc." "Colorado Springs(CO) - Ontario(CA)" 789 1
"Skywest Airlines Inc." "Salt Lake City(UT) - NA(NA)" 509 1
"Skywest Airlines Inc." "Salt Lake City(UT) - Memphis(TN)" 1261 433
"Skywest Airlines Inc." "Appleton(WI) - Grand Rapids(MI)" 178 1
"Skywest Airlines Inc." "Memphis(TN) - Salt Lake City(UT)" 1261 432
"Skywest Airlines Inc." "San Antonio(TX) - Peoria(IL)" 913 1
"Skywest Airlines Inc." "Allentown(PA) - Kalamazoo(MI)" 536 1
"Skywest Airlines Inc." "Tulsa(OK) - Peoria(IL)" 456 3
"Skywest Airlines Inc." "Austin(TX) - Kansas City(MO)" 650 434
"Skywest Airlines Inc." "Twin Falls(ID) - Pocatello(ID)" 101 1
"Skywest Airlines Inc." "Redmond(OR) - Ogden(UT)" 510 1
"Skywest Airlines Inc." "San Luis Obispo(CA) - Ontario(CA)" 191 1
"Skywest Airlines Inc." "Fayetteville/Springdale/Rogers(AR) - Rockford(IL)" 495 2
"Skywest Airlines Inc." "Salt Lake City(UT) - New Orleans(LA)" 1428 493
"Skywest Airlines Inc." "New Orleans(LA) - Salt Lake City(UT)" 1428 506
"Skywest Airlines Inc." "Santa Ana(CA) - San Jose(CA)" 342 1
"Skywest Airlines Inc." "Medford(OR) - Redding(CA)" 132 2
"Skywest Airlines Inc." "Redmond(OR) - Sacramento(CA)" 384 2
"Skywest Airlines Inc." "Austin(TX) - South Bend(IN)" 1015 1
"Skywest Airlines Inc." "Savannah(GA) - Rockford(IL)" 819 1
"Skywest Airlines Inc." "Sacramento(CA) - Santa Barbara(CA)" 310 2
"Skywest Airlines Inc." "Savannah(GA) - South Bend(IN)" 718 1
"Skywest Airlines Inc." "Atlanta(GA) - Madison(WI)" 707 1
"Skywest Airlines Inc." "Milwaukee(WI) - Atlanta(GA)" 669 763
"Skywest Airlines Inc." "Atlanta(GA) - Pittsburgh(PA)" 526 481
"Skywest Airlines Inc." "Pittsburgh(PA) - Atlanta(GA)" 526 476
"Skywest Airlines Inc." "Atlanta(GA) - Memphis(TN)" 332 624
"Skywest Airlines Inc." "Atlanta(GA) - Milwaukee(WI)" 669 761
"Skywest Airlines Inc." "Memphis(TN) - Atlanta(GA)" 332 624
"Skywest Airlines Inc." "Bismarck(ND) - Cheyenne(WY)" 438 1
"Skywest Airlines Inc." "Aspen(CO) - Chicago(IL)" 1013 584
"Skywest Airlines Inc." "Chicago(IL) - Aspen(CO)" 1013 553
"Skywest Airlines Inc." "Denver(CO) - Hayden(CO)" 142 584
"Skywest Airlines Inc." "Hayden(CO) - Denver(CO)" 142 590
"Skywest Airlines Inc." "Oklahoma City(OK) - Springfield(IL)" 532 1
"Skywest Airlines Inc." "San Francisco(CA) - Aspen(CO)" 848 158
"Skywest Airlines Inc." "Aspen(CO) - San Francisco(CA)" 848 162
"Skywest Airlines Inc." "Oxnard(CA) - Ontario(CA)" 92 2
"Skywest Airlines Inc." "Ontario(CA) - Fresno(CA)" 222 1
"Skywest Airlines Inc." "Los Angeles(CA) - Montrose(CO)" 666 34
"Skywest Airlines Inc." "Montrose(CO) - Los Angeles(CA)" 666 34
"Skywest Airlines Inc." "Chicago(IL) - Rockford(IL)" 63 2
"ATA Airlines d/b/a ATA" "New York(NY) - Houston(TX)" 1428 540
"ATA Airlines d/b/a ATA" "Houston(TX) - New York(NY)" 1428 540
"ATA Airlines d/b/a ATA" "Oakland(CA) - Honolulu(HI)" 2409 495
"ATA Airlines d/b/a ATA" "Honolulu(HI) - Oakland(CA)" 2409 491
"ATA Airlines d/b/a ATA" "Kahului(HI) - Oakland(CA)" 2349 266
"ATA Airlines d/b/a ATA" "Oakland(CA) - Hilo(HI)" 2329 241
"ATA Airlines d/b/a ATA" "Hilo(HI) - Oakland(CA)" 2329 240
"ATA Airlines d/b/a ATA" "Oakland(CA) - Kahului(HI)" 2349 264
"ATA Airlines d/b/a ATA" "Honolulu(HI) - Ontario(CA)" 2602 247
"ATA Airlines d/b/a ATA" "Ontario(CA) - Honolulu(HI)" 2602 248
"ATA Airlines d/b/a ATA" "Honolulu(HI) - Kahului(HI)" 100 1
"ATA Airlines d/b/a ATA" "Las Vegas(NV) - Oakland(CA)" 407 3
"ATA Airlines d/b/a ATA" "Chicago(IL) - New York(NY)" 732 1
"United Air Lines Inc." "Albuquerque(NM) - Chantilly(VA)" 1628 603
"United Air Lines Inc." "Chantilly(VA) - Albuquerque(NM)" 1628 603
"United Air Lines Inc." "Tucson(AZ) - Chantilly(VA)" 1933 296
"United Air Lines Inc." "Chantilly(VA) - Tucson(AZ)" 1933 297
"US Airways Inc." "Atlanta(GA) - Phoenix(AZ)" 1587 3569
"US Airways Inc." "Austin(TX) - Phoenix(AZ)" 872 1758
"US Airways Inc." "Windsor Locks(CT) - Phoenix(AZ)" 2213 784
"US Airways Inc." "Boise(ID) - Phoenix(AZ)" 735 1438
"US Airways Inc." "Boston(MA) - Las Vegas(NV)" 2381 2464
"US Airways Inc." "Boston(MA) - Phoenix(AZ)" 2300 2489
"US Airways Inc." "Arlington(VA) - Las Vegas(NV)" 2089 849
"US Airways Inc." "Arlington(VA) - Phoenix(AZ)" 1979 2544
"US Airways Inc." "Denver(CO) - Las Vegas(NV)" 629 1284
"US Airways Inc." "Denver(CO) - Phoenix(AZ)" 602 4238
"US Airways Inc." "Dallas-Fort Worth(TX) - Las Vegas(NV)" 1055 4337
"US Airways Inc." "Dallas-Fort Worth(TX) - Phoenix(AZ)" 868 4581
"US Airways Inc." "Detroit(MI) - Las Vegas(NV)" 1750 1613
"US Airways Inc." "Detroit(MI) - Phoenix(AZ)" 1671 3194
"US Airways Inc." "El Paso(TX) - Phoenix(AZ)" 347 2062
"US Airways Inc." "Newark(NJ) - Las Vegas(NV)" 2227 1175
"US Airways Inc." "Newark(NJ) - Phoenix(AZ)" 2133 2446
"US Airways Inc." "Ft. Lauderdale(FL) - Las Vegas(NV)" 2174 1177
"US Airways Inc." "Ft. Lauderdale(FL) - Phoenix(AZ)" 1972 1529
"US Airways Inc." "Spokane(WA) - Phoenix(AZ)" 1020 1570
"US Airways Inc." "Honolulu(HI) - Phoenix(AZ)" 2917 1210
"US Airways Inc." "Chantilly(VA) - Phoenix(AZ)" 1956 1073
"US Airways Inc." "Houston(TX) - Phoenix(AZ)" 1009 3304
"US Airways Inc." "New York(NY) - Las Vegas(NV)" 2248 2976
"US Airways Inc." "New York(NY) - Phoenix(AZ)" 2153 2538
"US Airways Inc." "Las Vegas(NV) - Boston(MA)" 2381 2465
"US Airways Inc." "Las Vegas(NV) - Arlington(VA)" 2089 849
"US Airways Inc." "Las Vegas(NV) - Denver(CO)" 629 1244
"US Airways Inc." "Las Vegas(NV) - Dallas-Fort Worth(TX)" 1055 4334
"US Airways Inc." "Las Vegas(NV) - Detroit(MI)" 1750 1612
"US Airways Inc." "Las Vegas(NV) - Newark(NJ)" 2227 1175
"US Airways Inc." "Las Vegas(NV) - Ft. Lauderdale(FL)" 2174 1177
"US Airways Inc." "Las Vegas(NV) - New York(NY)" 2248 2975
"US Airways Inc." "Las Vegas(NV) - Orlando(FL)" 2039 1028
"US Airways Inc." "Las Vegas(NV) - Miami(FL)" 2175 589
"US Airways Inc." "Las Vegas(NV) - Minneapolis(MN)" 1300 2188
"US Airways Inc." "Las Vegas(NV) - Oakland(CA)" 407 1351
"US Airways Inc." "Las Vegas(NV) - Ontario(CA)" 197 871
"US Airways Inc." "Las Vegas(NV) - Chicago(IL)" 1515 3185
"US Airways Inc." "Las Vegas(NV) - Portland(OR)" 762 1975
"US Airways Inc." "Las Vegas(NV) - Reno(NV)" 345 668
"US Airways Inc." "Las Vegas(NV) - Seattle(WA)" 866 3062
"US Airways Inc." "Las Vegas(NV) - San Jose(CA)" 386 2028
"US Airways Inc." "Las Vegas(NV) - Sacramento(CA)" 397 2679
"US Airways Inc." "Kansas City(MO) - Phoenix(AZ)" 1044 1855
"US Airways Inc." "Orlando(FL) - Las Vegas(NV)" 2039 1026
"US Airways Inc." "Orlando(FL) - Phoenix(AZ)" 1848 1700
"US Airways Inc." "Miami(FL) - Las Vegas(NV)" 2175 589
"US Airways Inc." "Miami(FL) - Phoenix(AZ)" 1972 351
"US Airways Inc." "Milwaukee(WI) - Phoenix(AZ)" 1460 1693
"US Airways Inc." "Minneapolis(MN) - Las Vegas(NV)" 1300 2186
"US Airways Inc." "Minneapolis(MN) - Phoenix(AZ)" 1276 3533
"US Airways Inc." "Oakland(CA) - Las Vegas(NV)" 407 1260
"US Airways Inc." "Oakland(CA) - Phoenix(AZ)" 646 3615
"US Airways Inc." "Kahului(HI) - Phoenix(AZ)" 2845 1025
"US Airways Inc." "Omaha(NE) - Phoenix(AZ)" 1037 1789
"US Airways Inc." "Ontario(CA) - Las Vegas(NV)" 197 871
"US Airways Inc." "Chicago(IL) - Las Vegas(NV)" 1515 3238
"US Airways Inc." "Chicago(IL) - Phoenix(AZ)" 1440 4626
"US Airways Inc." "Portland(OR) - Las Vegas(NV)" 762 1977
"US Airways Inc." "Portland(OR) - Phoenix(AZ)" 1009 4245
"US Airways Inc." "Phoenix(AZ) - Albuquerque(NM)" 328 4026
"US Airways Inc." "Phoenix(AZ) - Anchorage(AK)" 2551 849
"US Airways Inc." "Phoenix(AZ) - Atlanta(GA)" 1587 3570
"US Airways Inc." "Phoenix(AZ) - Austin(TX)" 872 1758
"US Airways Inc." "Phoenix(AZ) - Windsor Locks(CT)" 2213 784
"US Airways Inc." "Phoenix(AZ) - Boise(ID)" 735 1439
"US Airways Inc." "Phoenix(AZ) - Boston(MA)" 2300 2488
"US Airways Inc." "Phoenix(AZ) - Arlington(VA)" 1979 2543
"US Airways Inc." "Phoenix(AZ) - Denver(CO)" 602 4278
"US Airways Inc." "Phoenix(AZ) - Dallas-Fort Worth(TX)" 868 4581
"US Airways Inc." "Phoenix(AZ) - Detroit(MI)" 1671 3194
"US Airways Inc." "Phoenix(AZ) - El Paso(TX)" 347 1932
"US Airways Inc." "Phoenix(AZ) - Newark(NJ)" 2133 2445
"US Airways Inc." "Phoenix(AZ) - Ft. Lauderdale(FL)" 1972 1529
"US Airways Inc." "Phoenix(AZ) - Spokane(WA)" 1020 1570
"US Airways Inc." "Phoenix(AZ) - Honolulu(HI)" 2917 1211
"US Airways Inc." "Phoenix(AZ) - Chantilly(VA)" 1956 1072
"US Airways Inc." "Phoenix(AZ) - Houston(TX)" 1009 3302
"US Airways Inc." "Phoenix(AZ) - New York(NY)" 2153 2539
"US Airways Inc." "Phoenix(AZ) - Kansas City(MO)" 1044 1855
"US Airways Inc." "Phoenix(AZ) - Orlando(FL)" 1848 1701
"US Airways Inc." "Phoenix(AZ) - Miami(FL)" 1972 350
"US Airways Inc." "Phoenix(AZ) - Milwaukee(WI)" 1460 1693
"US Airways Inc." "Phoenix(AZ) - Minneapolis(MN)" 1276 3532
"US Airways Inc." "Phoenix(AZ) - Oakland(CA)" 646 3524
"US Airways Inc." "Phoenix(AZ) - Kahului(HI)" 2845 1025
"US Airways Inc." "Phoenix(AZ) - Omaha(NE)" 1037 1790
